index  r co          x co          y co          z co          spee          v co          w co          u co          Ener          
266    6.4493        3.2883        -5.5325       0.4150        0.3132        0.2001        0.2085        0.1207        -0.1814       
267    1.7251        0.3073        -0.9369       -1.4155       0.6646        0.2730        0.2890        0.5325        -0.3679       
268    2.7276        -2.0683       1.7776        -0.0483       0.5802        -0.4466       0.1359        -0.3447       -0.2579       
269    3.6957        -2.6487       2.0382        1.5775        0.7057        -0.2858       0.6416        -0.0690       0.0340        
270    11.6125       5.1906        5.6148        8.7397        0.1658        0.0749        0.0991        0.1098        -0.1306       
271    3.9752        -2.8501       2.7485        -0.3543       0.6201        -0.1882       0.0217        0.5904        -0.0511       
272    3.6411        0.7337        3.3453        1.2363        0.5448        -0.4075       0.3600        0.0333        -0.1732       
273    1.0318        -0.0775       0.2048        -1.0082       0.7484        0.5483        0.5023        -0.0845       -0.4564       
274    0.8923        -0.3270       -0.5875       -0.5867       0.7031        0.0486        -0.1462       -0.6860       -0.5660       
275    1.8440        -1.1639       1.3777        0.3845        0.6629        -0.0779       -0.2180       -0.6212       -0.3391       
276    0.7836        -0.5357       0.3747        0.4320        0.9230        -0.5447       -0.1242       0.7348        -0.2416       
277    3.7984        -3.3847       -1.5321       0.7901        0.4006        0.0967        0.3787        -0.0876       -0.2927       
278    1.0005        -0.8621       0.5060        0.0406        0.8758        0.4109        0.0854        0.7687        -0.2594       
279    0.8318        0.5079        0.4037        -0.5205       0.8762        0.5277        -0.6986       -0.0363       -0.3112       
280    4.6887        -0.4300       0.0399        -4.6688       0.1996        0.1082        0.0472        -0.1609       -0.3361       
281    0.8361        -0.6428       -0.3357       -0.4161       0.8737        -0.2860       -0.3336       -0.7551       -0.3144       
282    3.4915        3.4282        0.1914        0.6339        0.4729        -0.0007       0.3490        0.3191        -0.2634       
283    14.0061       11.4597       7.0505        3.8904        0.1869        0.0984        0.1110        0.1138        -0.0964       
284    1.4716        -0.2059       1.1629        -0.8779       0.4678        0.3143        0.0306        -0.3452       -0.6619       
285    2.2859        -0.9263       -1.9458       0.7625        0.9428        0.7855        0.3047        0.4230        0.2119        
286    0.9438        0.7983        -0.3263       -0.3834       0.4071        0.2180        0.3301        -0.0961       -0.8786       
287    1.9872        0.0859        -1.4090       1.3986        0.8859        -0.4347       -0.7501       0.1822        0.0415        
288    1.6716        -0.3033       1.5649        -0.5036       0.7878        -0.1393       0.3173        0.7075        -0.2034       
289    1.3092        -0.4447       1.1770        0.3616        0.6213        0.0787        0.6082        -0.1001       -0.5435       
290    4.7503        -1.6172       -3.2067       -3.1092       0.3459        0.0836        0.0152        -0.3353       -0.2519       
291    0.5881        0.3741        -0.3816       0.2456        0.2809        0.1959        0.1500        0.1342        -1.0698       
292    1.7152        -1.6360       0.3994        -0.3253       0.6022        0.1794        -0.5720       -0.0580       -0.4495       
293    8.2020        0.2153        1.1929        -8.1120       0.3101        0.2334        0.1498        0.1387        -0.1258       
294    0.5239        0.2221        0.1592        -0.4470       0.3376        0.2240        0.1135        -0.2256       -1.0509       
295    1.9408        0.5282        -0.8625       -1.6565       0.4638        -0.3530       0.1763        -0.2438       -0.5393       
296    0.3233        -0.2484       -0.1943       -0.0710       0.8530        0.5596        0.6435        0.0201        -0.4784       
297    1.7902        -1.5491       0.8860        -0.1416       1.0516        0.3777        -0.8024       0.5651        0.3135        
298    0.9969        0.5445        0.0700        -0.8322       0.3850        -0.1295       0.3163        -0.1771       -0.8793       
299    2.0076        -1.9499       -0.3368       -0.3394       0.6827        -0.2868       -0.1582       -0.5990       -0.2725       
300    1.2739        -0.9430       -0.4799       0.7095        0.5308        0.0592        0.1976        -0.4891       -0.6586       
301    7.2746        -6.1343       -0.0452       3.9101        0.1468        -0.1348       -0.0265       0.0519        -0.2276       
302    5.1222        -1.9958       3.3404        3.3310        0.1961        -0.0718       -0.1559       0.0949        -0.3083       
303    3.2863        1.6120        2.8563        0.2071        0.2643        0.0283        0.2201        0.1435        -0.4425       
304    1.9801        1.9298        -0.3629       -0.2551       0.9005        0.4312        0.5792        0.5381        0.0659        
305    2.6326        0.5974        -0.0323       -2.5637       0.2432        -0.2022       -0.1073       -0.0822       -0.5517       
306    1.3302        -0.1386       -1.2170       -0.5187       0.7648        0.1823        -0.5763       0.4686        -0.3382       
307    1.0824        -0.4568       0.9684        -0.1586       0.5559        -0.3134       0.1655        0.4282        -0.6915       
308    1.1392        -0.6928       -0.8077       0.4066        0.4021        -0.1235       -0.1968       0.3282        -0.8209       
309    1.9115        0.2479        -1.6666       -0.9026       0.9149        0.1224        0.7561        -0.5004       0.0753        
310    3.0180        1.6183        2.4402        0.7312        0.6256        -0.0331       0.6246        0.0102        -0.1578       
311    5.5626        1.9027        4.8325        1.9924        0.4464        -0.2512       0.3663        0.0449        -0.1220       
312    22.8086       18.6543       8.0692        -10.3505      0.1986        -0.0043       0.1955        0.0345        -0.0415       
313    1.1024        0.2260        -0.8830       -0.6200       0.8972        -0.0935       -0.8750       -0.1753       -0.1892       
314    3.1659        -2.5869       -1.3963       1.1752        0.5503        -0.3268       -0.4399       -0.0504       -0.2255       
315    3.4509        1.3643        -3.1309       -0.4949       0.5450        -0.3578       -0.0461       -0.4085       -0.1948       
316    0.6329        -0.1065       -0.1029       0.6154        0.6083        -0.2667       0.1312        0.5307        -0.7667       
317    2.5924        2.0897        -1.3236       -0.7757       0.2068        0.0808        0.1856        0.0421        -0.5752       
318    4.6862        -3.8117       0.2885        -2.7108       0.3839        0.2936        -0.1554       -0.1925       -0.2287       
319    0.5956        0.5101        -0.3058       0.0312        1.3110        0.7160        0.0542        -1.0968       0.5719        
320    2.5369        -2.2306       1.1929        -0.1932       0.4552        0.1509        -0.0813       0.4217        -0.4207       
321    2.8016        0.1643        2.7968        0.0029        0.4471        -0.2442       0.1431        0.3461        -0.3825       
322    1.2911        -0.9650       -0.7452       -0.4248       0.7938        -0.0133       0.7726        0.1817        -0.3051       
323    3.1783        -2.6716       1.6902        -0.3268       0.5489        -0.2543       0.2718        -0.4034       -0.2253       
324    3.4792        1.4509        -2.6319       -1.7529       0.7368        -0.3063       0.3766        -0.5542       0.0544        
325    2.5612        1.1372        -1.4108       1.8101        0.5337        0.0301        -0.3520       0.4001        -0.3387       
326    2.3650        1.1795        0.1892        -2.0412       0.6790        0.0035        -0.1042       0.6709        -0.1998       
327    2.7160        2.3329        0.8306        -1.1154       0.3647        -0.1320       0.2599        -0.2191       -0.4635       
328    4.1205        -1.1900       1.9229        -3.4445       0.2240        0.0588        0.2011        0.0791        -0.3719       
329    2.3118        -1.6156       -0.8839       -1.3975       0.7094        0.6800        -0.1300       0.1548        -0.1683       
330    2.1981        0.7236        -2.0108       -0.5141       0.2768        -0.1226       -0.1693       0.1815        -0.6189       
331    5.5313        0.2575        3.8272        -3.9852       0.1119        -0.0165       -0.0729       0.0833        -0.3104       
332    6.3525        -3.2436       -3.4040       4.2714        0.4015        -0.1147       0.3309        -0.1964       -0.1223       
333    6.7745        -4.7841       4.1439        -2.4154       0.3728        0.0599        0.3591        0.0803        -0.1278       
334    1.9741        -0.3769       -1.9106       -0.3236       0.6704        0.2836        -0.3425       0.5018        -0.2970       
